Region,Storage,Hour,Fuel,Value
FR,PHS,22,Power,408.94144348889415
FR,PHS,23,Power,408.53250204540524
FR,PHS,24,Power,396.3592636610069
FR,PHS,25,Power,384.19819851499295
FR,PHS,26,Power,372.04929443412504
FR,PHS,27,Power,371.6772451396909
FR,PHS,28,Power,371.30556789455125
FR,PHS,29,Power,370.9342623266567
FR,PHS,30,Power,379.56332806433005
FR,PHS,31,Power,388.18376473626574
FR,PHS,32,Power,396.7955809715295
FR,PHS,33,Power,396.398785390558
FR,PHS,34,Power,396.00238660516743
FR,PHS,35,Power,400.79082020856225
FR,PHS,36,Power,400.3900293883537
FR,PHS,37,Power,399.98963935896535
FR,PHS,38,Power,399.58964971960637
FR,PHS,39,Power,399.1900600698868
FR,PHS,40,Power,398.7908700098169
FR,PHS,41,Power,398.3920791398071
FR,PHS,42,Power,397.9936870606673
FR,PHS,43,Power,397.59569337360665
FR,PHS,44,Power,397.19809768023305
FR,PHS,45,Power,396.8008995825528
FR,PHS,46,Power,396.40409868297024
FR,PHS,47,Power,396.00769458428726
FR,PHS,48,Power,395.611686889703
FR,PHS,49,Power,395.2160752028133
FR,PHS,50,Power,403.82085912761045
FR,PHS,51,Power,412.4170382684828
FR,PHS,52,Power,421.00462123021435
FR,PHS,53,Power,429.58361660898413
FR,PHS,54,Power,438.15403299237516
FR,PHS,55,Power,446.7158789593828
FR,PHS,56,Power,455.2691630804234
FR,PHS,57,Power,463.813893917343
FR,PHS,58,Power,472.3500800234257
FR,PHS,59,Power,480.87772994340224
FR,PHS,60,Power,480.3968522134588
FR,PHS,61,Power,479.91645536124537
FR,PHS,62,Power,479.4365389058841
FR,PHS,63,Power,478.95710236697823
FR,PHS,64,Power,478.47814526461127
FR,PHS,65,Power,477.99966711934667
FR,PHS,66,Power,477.52166745222735
FR,PHS,67,Power,477.04414578477514
FR,PHS,68,Power,476.5671016389904
FR,PHS,69,Power,476.0905345373514
FR,PHS,70,Power,475.614444002814
