From,To,Hour,Fuel,Value,Technology
DK,DE,79,Heat,-0.0,Export
UK,DE,79,Heat,-0.0,Export
DE,FR,79,Heat,-0.0,Export
FR,FR,79,Heat,-0.0,Export
NO,FR,79,Heat,-0.0,Export
DK,FR,79,Heat,-0.0,Export
UK,FR,79,Heat,-0.0,Export
DE,NO,79,Heat,-0.0,Export
FR,NO,79,Heat,-0.0,Export
NO,NO,79,Heat,-0.0,Export
DK,NO,79,Heat,-0.0,Export
UK,NO,79,Heat,-0.0,Export
DE,DK,79,Heat,-0.0,Export
FR,DK,79,Heat,-0.0,Export
NO,DK,79,Heat,-0.0,Export
DK,DK,79,Heat,-0.0,Export
UK,DK,79,Heat,-0.0,Export
DE,UK,79,Heat,-0.0,Export
FR,UK,79,Heat,-0.0,Export
NO,UK,79,Heat,-0.0,Export
DK,UK,79,Heat,-0.0,Export
UK,UK,79,Heat,-0.0,Export
DE,DE,80,Heat,-0.0,Export
FR,DE,80,Heat,-0.0,Export
NO,DE,80,Heat,-0.0,Export
DK,DE,80,Heat,-0.0,Export
UK,DE,80,Heat,-0.0,Export
DE,FR,80,Heat,-0.0,Export
FR,FR,80,Heat,-0.0,Export
NO,FR,80,Heat,-0.0,Export
DK,FR,80,Heat,-0.0,Export
UK,FR,80,Heat,-0.0,Export
DE,NO,80,Heat,-0.0,Export
FR,NO,80,Heat,-0.0,Export
NO,NO,80,Heat,-0.0,Export
DK,NO,80,Heat,-0.0,Export
UK,NO,80,Heat,-0.0,Export
DE,DK,80,Heat,-0.0,Export
FR,DK,80,Heat,-0.0,Export
NO,DK,80,Heat,-0.0,Export
DK,DK,80,Heat,-0.0,Export
UK,DK,80,Heat,-0.0,Export
DE,UK,80,Heat,-0.0,Export
FR,UK,80,Heat,-0.0,Export
NO,UK,80,Heat,-0.0,Export
DK,UK,80,Heat,-0.0,Export
UK,UK,80,Heat,-0.0,Export
DE,DE,81,Heat,-0.0,Export
FR,DE,81,Heat,-0.0,Export
NO,DE,81,Heat,-0.0,Export
DK,DE,81,Heat,-0.0,Export
UK,DE,81,Heat,-0.0,Export
DE,FR,81,Heat,-0.0,Export
FR,FR,81,Heat,-0.0,Export
NO,FR,81,Heat,-0.0,Export
DK,FR,81,Heat,-0.0,Export
UK,FR,81,Heat,-0.0,Export
DE,NO,81,Heat,-0.0,Export
FR,NO,81,Heat,-0.0,Export
NO,NO,81,Heat,-0.0,Export
DK,NO,81,Heat,-0.0,Export
UK,NO,81,Heat,-0.0,Export
DE,DK,81,Heat,-0.0,Export
FR,DK,81,Heat,-0.0,Export
NO,DK,81,Heat,-0.0,Export
DK,DK,81,Heat,-0.0,Export
UK,DK,81,Heat,-0.0,Export
DE,UK,81,Heat,-0.0,Export
FR,UK,81,Heat,-0.0,Export
NO,UK,81,Heat,-0.0,Export
DK,UK,81,Heat,-0.0,Export
UK,UK,81,Heat,-0.0,Export
DE,DE,82,Heat,-0.0,Export
FR,DE,82,Heat,-0.0,Export
NO,DE,82,Heat,-0.0,Export
DK,DE,82,Heat,-0.0,Export
UK,DE,82,Heat,-0.0,Export
DE,FR,82,Heat,-0.0,Export
FR,FR,82,Heat,-0.0,Export
NO,FR,82,Heat,-0.0,Export
DK,FR,82,Heat,-0.0,Export
UK,FR,82,Heat,-0.0,Export
DE,NO,82,Heat,-0.0,Export
FR,NO,82,Heat,-0.0,Export
NO,NO,82,Heat,-0.0,Export
DK,NO,82,Heat,-0.0,Export
UK,NO,82,Heat,-0.0,Export
DE,DK,82,Heat,-0.0,Export
FR,DK,82,Heat,-0.0,Export
NO,DK,82,Heat,-0.0,Export
DK,DK,82,Heat,-0.0,Export
UK,DK,82,Heat,-0.0,Export
DE,UK,82,Heat,-0.0,Export
FR,UK,82,Heat,-0.0,Export
NO,UK,82,Heat,-0.0,Export
DK,UK,82,Heat,-0.0,Export
UK,UK,82,Heat,-0.0,Export
DE,DE,83,Heat,-0.0,Export
FR,DE,83,Heat,-0.0,Export
NO,DE,83,Heat,-0.0,Export
DK,DE,83,Heat,-0.0,Export
UK,DE,83,Heat,-0.0,Export
DE,FR,83,Heat,-0.0,Export
FR,FR,83,Heat,-0.0,Export
NO,FR,83,Heat,-0.0,Export
DK,FR,83,Heat,-0.0,Export
UK,FR,83,Heat,-0.0,Export
DE,NO,83,Heat,-0.0,Export
FR,NO,83,Heat,-0.0,Export
NO,NO,83,Heat,-0.0,Export
DK,NO,83,Heat,-0.0,Export
UK,NO,83,Heat,-0.0,Export
DE,DK,83,Heat,-0.0,Export
FR,DK,83,Heat,-0.0,Export
NO,DK,83,Heat,-0.0,Export
DK,DK,83,Heat,-0.0,Export
UK,DK,83,Heat,-0.0,Export
DE,UK,83,Heat,-0.0,Export
FR,UK,83,Heat,-0.0,Export
NO,UK,83,Heat,-0.0,Export
DK,UK,83,Heat,-0.0,Export
UK,UK,83,Heat,-0.0,Export
DE,DE,84,Heat,-0.0,Export
FR,DE,84,Heat,-0.0,Export
NO,DE,84,Heat,-0.0,Export
DK,DE,84,Heat,-0.0,Export
UK,DE,84,Heat,-0.0,Export
DE,FR,84,Heat,-0.0,Export
FR,FR,84,Heat,-0.0,Export
NO,FR,84,Heat,-0.0,Export
DK,FR,84,Heat,-0.0,Export
UK,FR,84,Heat,-0.0,Export
DE,NO,84,Heat,-0.0,Export
FR,NO,84,Heat,-0.0,Export
NO,NO,84,Heat,-0.0,Export
DK,NO,84,Heat,-0.0,Export
UK,NO,84,Heat,-0.0,Export
DE,DK,84,Heat,-0.0,Export
FR,DK,84,Heat,-0.0,Export
NO,DK,84,Heat,-0.0,Export
DK,DK,84,Heat,-0.0,Export
UK,DK,84,Heat,-0.0,Export
DE,UK,84,Heat,-0.0,Export
FR,UK,84,Heat,-0.0,Export
NO,UK,84,Heat,-0.0,Export
DK,UK,84,Heat,-0.0,Export
UK,UK,84,Heat,-0.0,Export
DE,DE,85,Heat,-0.0,Export
FR,DE,85,Heat,-0.0,Export
NO,DE,85,Heat,-0.0,Export
DK,DE,85,Heat,-0.0,Export
UK,DE,85,Heat,-0.0,Export
DE,FR,85,Heat,-0.0,Export
FR,FR,85,Heat,-0.0,Export
NO,FR,85,Heat,-0.0,Export
DK,FR,85,Heat,-0.0,Export
UK,FR,85,Heat,-0.0,Export
DE,NO,85,Heat,-0.0,Export
FR,NO,85,Heat,-0.0,Export
NO,NO,85,Heat,-0.0,Export
DK,NO,85,Heat,-0.0,Export
UK,NO,85,Heat,-0.0,Export
DE,DK,85,Heat,-0.0,Export
FR,DK,85,Heat,-0.0,Export
NO,DK,85,Heat,-0.0,Export
DK,DK,85,Heat,-0.0,Export
UK,DK,85,Heat,-0.0,Export
DE,UK,85,Heat,-0.0,Export
FR,UK,85,Heat,-0.0,Export
NO,UK,85,Heat,-0.0,Export
DK,UK,85,Heat,-0.0,Export
UK,UK,85,Heat,-0.0,Export
DE,DE,86,Heat,-0.0,Export
FR,DE,86,Heat,-0.0,Export
NO,DE,86,Heat,-0.0,Export
DK,DE,86,Heat,-0.0,Export
UK,DE,86,Heat,-0.0,Export
DE,FR,86,Heat,-0.0,Export
FR,FR,86,Heat,-0.0,Export
NO,FR,86,Heat,-0.0,Export
DK,FR,86,Heat,-0.0,Export
UK,FR,86,Heat,-0.0,Export
DE,NO,86,Heat,-0.0,Export
FR,NO,86,Heat,-0.0,Export
NO,NO,86,Heat,-0.0,Export
DK,NO,86,Heat,-0.0,Export
UK,NO,86,Heat,-0.0,Export
DE,DK,86,Heat,-0.0,Export
FR,DK,86,Heat,-0.0,Export
NO,DK,86,Heat,-0.0,Export
DK,DK,86,Heat,-0.0,Export
UK,DK,86,Heat,-0.0,Export
DE,UK,86,Heat,-0.0,Export
FR,UK,86,Heat,-0.0,Export
NO,UK,86,Heat,-0.0,Export
DK,UK,86,Heat,-0.0,Export
UK,UK,86,Heat,-0.0,Export
DE,DE,87,Heat,-0.0,Export
FR,DE,87,Heat,-0.0,Export
NO,DE,87,Heat,-0.0,Export
DK,DE,87,Heat,-0.0,Export
UK,DE,87,Heat,-0.0,Export
DE,FR,87,Heat,-0.0,Export
FR,FR,87,Heat,-0.0,Export
NO,FR,87,Heat,-0.0,Export
DK,FR,87,Heat,-0.0,Export
UK,FR,87,Heat,-0.0,Export
DE,NO,87,Heat,-0.0,Export
FR,NO,87,Heat,-0.0,Export
NO,NO,87,Heat,-0.0,Export
DK,NO,87,Heat,-0.0,Export
UK,NO,87,Heat,-0.0,Export
DE,DK,87,Heat,-0.0,Export
FR,DK,87,Heat,-0.0,Export
NO,DK,87,Heat,-0.0,Export
DK,DK,87,Heat,-0.0,Export
UK,DK,87,Heat,-0.0,Export
DE,UK,87,Heat,-0.0,Export
FR,UK,87,Heat,-0.0,Export
NO,UK,87,Heat,-0.0,Export
DK,UK,87,Heat,-0.0,Export
UK,UK,87,Heat,-0.0,Export
DE,DE,88,Heat,-0.0,Export
FR,DE,88,Heat,-0.0,Export
NO,DE,88,Heat,-0.0,Export
DK,DE,88,Heat,-0.0,Export
UK,DE,88,Heat,-0.0,Export
DE,FR,88,Heat,-0.0,Export
FR,FR,88,Heat,-0.0,Export
NO,FR,88,Heat,-0.0,Export
DK,FR,88,Heat,-0.0,Export
UK,FR,88,Heat,-0.0,Export
DE,NO,88,Heat,-0.0,Export
FR,NO,88,Heat,-0.0,Export
NO,NO,88,Heat,-0.0,Export
DK,NO,88,Heat,-0.0,Export
UK,NO,88,Heat,-0.0,Export
DE,DK,88,Heat,-0.0,Export
FR,DK,88,Heat,-0.0,Export
NO,DK,88,Heat,-0.0,Export
DK,DK,88,Heat,-0.0,Export
UK,DK,88,Heat,-0.0,Export
DE,UK,88,Heat,-0.0,Export
FR,UK,88,Heat,-0.0,Export
NO,UK,88,Heat,-0.0,Export
DK,UK,88,Heat,-0.0,Export
UK,UK,88,Heat,-0.0,Export
DE,DE,89,Heat,-0.0,Export
FR,DE,89,Heat,-0.0,Export
NO,DE,89,Heat,-0.0,Export
DK,DE,89,Heat,-0.0,Export
UK,DE,89,Heat,-0.0,Export
DE,FR,89,Heat,-0.0,Export
FR,FR,89,Heat,-0.0,Export
NO,FR,89,Heat,-0.0,Export
DK,FR,89,Heat,-0.0,Export
UK,FR,89,Heat,-0.0,Export
DE,NO,89,Heat,-0.0,Export
FR,NO,89,Heat,-0.0,Export
NO,NO,89,Heat,-0.0,Export
DK,NO,89,Heat,-0.0,Export
UK,NO,89,Heat,-0.0,Export
DE,DK,89,Heat,-0.0,Export
FR,DK,89,Heat,-0.0,Export
NO,DK,89,Heat,-0.0,Export
DK,DK,89,Heat,-0.0,Export
UK,DK,89,Heat,-0.0,Export
DE,UK,89,Heat,-0.0,Export
FR,UK,89,Heat,-0.0,Export
NO,UK,89,Heat,-0.0,Export
DK,UK,89,Heat,-0.0,Export
UK,UK,89,Heat,-0.0,Export
DE,DE,90,Heat,-0.0,Export
FR,DE,90,Heat,-0.0,Export
NO,DE,90,Heat,-0.0,Export
DK,DE,90,Heat,-0.0,Export
UK,DE,90,Heat,-0.0,Export
DE,FR,90,Heat,-0.0,Export
FR,FR,90,Heat,-0.0,Export
NO,FR,90,Heat,-0.0,Export
DK,FR,90,Heat,-0.0,Export
UK,FR,90,Heat,-0.0,Export
DE,NO,90,Heat,-0.0,Export
FR,NO,90,Heat,-0.0,Export
NO,NO,90,Heat,-0.0,Export
DK,NO,90,Heat,-0.0,Export
UK,NO,90,Heat,-0.0,Export
DE,DK,90,Heat,-0.0,Export
FR,DK,90,Heat,-0.0,Export
NO,DK,90,Heat,-0.0,Export
DK,DK,90,Heat,-0.0,Export
UK,DK,90,Heat,-0.0,Export
DE,UK,90,Heat,-0.0,Export
FR,UK,90,Heat,-0.0,Export
NO,UK,90,Heat,-0.0,Export
DK,UK,90,Heat,-0.0,Export
UK,UK,90,Heat,-0.0,Export
DE,DE,91,Heat,-0.0,Export
FR,DE,91,Heat,-0.0,Export
NO,DE,91,Heat,-0.0,Export
DK,DE,91,Heat,-0.0,Export
UK,DE,91,Heat,-0.0,Export
DE,FR,91,Heat,-0.0,Export
FR,FR,91,Heat,-0.0,Export
NO,FR,91,Heat,-0.0,Export
DK,FR,91,Heat,-0.0,Export
UK,FR,91,Heat,-0.0,Export
DE,NO,91,Heat,-0.0,Export
FR,NO,91,Heat,-0.0,Export
NO,NO,91,Heat,-0.0,Export
DK,NO,91,Heat,-0.0,Export
UK,NO,91,Heat,-0.0,Export
DE,DK,91,Heat,-0.0,Export
FR,DK,91,Heat,-0.0,Export
NO,DK,91,Heat,-0.0,Export
DK,DK,91,Heat,-0.0,Export
UK,DK,91,Heat,-0.0,Export
DE,UK,91,Heat,-0.0,Export
FR,UK,91,Heat,-0.0,Export
NO,UK,91,Heat,-0.0,Export
DK,UK,91,Heat,-0.0,Export
UK,UK,91,Heat,-0.0,Export
DE,DE,92,Heat,-0.0,Export
FR,DE,92,Heat,-0.0,Export
NO,DE,92,Heat,-0.0,Export
DK,DE,92,Heat,-0.0,Export
UK,DE,92,Heat,-0.0,Export
DE,FR,92,Heat,-0.0,Export
FR,FR,92,Heat,-0.0,Export
NO,FR,92,Heat,-0.0,Export
DK,FR,92,Heat,-0.0,Export
UK,FR,92,Heat,-0.0,Export
DE,NO,92,Heat,-0.0,Export
FR,NO,92,Heat,-0.0,Export
NO,NO,92,Heat,-0.0,Export
DK,NO,92,Heat,-0.0,Export
UK,NO,92,Heat,-0.0,Export
DE,DK,92,Heat,-0.0,Export
FR,DK,92,Heat,-0.0,Export
NO,DK,92,Heat,-0.0,Export
DK,DK,92,Heat,-0.0,Export
UK,DK,92,Heat,-0.0,Export
DE,UK,92,Heat,-0.0,Export
FR,UK,92,Heat,-0.0,Export
NO,UK,92,Heat,-0.0,Export
DK,UK,92,Heat,-0.0,Export
UK,UK,92,Heat,-0.0,Export
DE,DE,93,Heat,-0.0,Export
FR,DE,93,Heat,-0.0,Export
NO,DE,93,Heat,-0.0,Export
DK,DE,93,Heat,-0.0,Export
UK,DE,93,Heat,-0.0,Export
DE,FR,93,Heat,-0.0,Export
FR,FR,93,Heat,-0.0,Export
NO,FR,93,Heat,-0.0,Export
DK,FR,93,Heat,-0.0,Export
UK,FR,93,Heat,-0.0,Export
DE,NO,93,Heat,-0.0,Export
FR,NO,93,Heat,-0.0,Export
NO,NO,93,Heat,-0.0,Export
DK,NO,93,Heat,-0.0,Export
UK,NO,93,Heat,-0.0,Export
DE,DK,93,Heat,-0.0,Export
FR,DK,93,Heat,-0.0,Export
NO,DK,93,Heat,-0.0,Export
DK,DK,93,Heat,-0.0,Export
UK,DK,93,Heat,-0.0,Export
DE,UK,93,Heat,-0.0,Export
FR,UK,93,Heat,-0.0,Export
NO,UK,93,Heat,-0.0,Export
DK,UK,93,Heat,-0.0,Export
UK,UK,93,Heat,-0.0,Export
DE,DE,94,Heat,-0.0,Export
FR,DE,94,Heat,-0.0,Export
NO,DE,94,Heat,-0.0,Export
DK,DE,94,Heat,-0.0,Export
UK,DE,94,Heat,-0.0,Export
DE,FR,94,Heat,-0.0,Export
FR,FR,94,Heat,-0.0,Export
NO,FR,94,Heat,-0.0,Export
DK,FR,94,Heat,-0.0,Export
UK,FR,94,Heat,-0.0,Export
DE,NO,94,Heat,-0.0,Export
FR,NO,94,Heat,-0.0,Export
NO,NO,94,Heat,-0.0,Export
DK,NO,94,Heat,-0.0,Export
UK,NO,94,Heat,-0.0,Export
DE,DK,94,Heat,-0.0,Export
FR,DK,94,Heat,-0.0,Export
NO,DK,94,Heat,-0.0,Export
DK,DK,94,Heat,-0.0,Export
UK,DK,94,Heat,-0.0,Export
DE,UK,94,Heat,-0.0,Export
FR,UK,94,Heat,-0.0,Export
NO,UK,94,Heat,-0.0,Export
DK,UK,94,Heat,-0.0,Export
UK,UK,94,Heat,-0.0,Export
DE,DE,95,Heat,-0.0,Export
FR,DE,95,Heat,-0.0,Export
NO,DE,95,Heat,-0.0,Export
DK,DE,95,Heat,-0.0,Export
UK,DE,95,Heat,-0.0,Export
DE,FR,95,Heat,-0.0,Export
FR,FR,95,Heat,-0.0,Export
NO,FR,95,Heat,-0.0,Export
DK,FR,95,Heat,-0.0,Export
UK,FR,95,Heat,-0.0,Export
DE,NO,95,Heat,-0.0,Export
FR,NO,95,Heat,-0.0,Export
NO,NO,95,Heat,-0.0,Export
DK,NO,95,Heat,-0.0,Export
UK,NO,95,Heat,-0.0,Export
DE,DK,95,Heat,-0.0,Export
FR,DK,95,Heat,-0.0,Export
NO,DK,95,Heat,-0.0,Export
DK,DK,95,Heat,-0.0,Export
UK,DK,95,Heat,-0.0,Export
DE,UK,95,Heat,-0.0,Export
FR,UK,95,Heat,-0.0,Export
NO,UK,95,Heat,-0.0,Export
DK,UK,95,Heat,-0.0,Export
UK,UK,95,Heat,-0.0,Export
DE,DE,96,Heat,-0.0,Export
FR,DE,96,Heat,-0.0,Export
NO,DE,96,Heat,-0.0,Export
DK,DE,96,Heat,-0.0,Export
UK,DE,96,Heat,-0.0,Export
DE,FR,96,Heat,-0.0,Export
FR,FR,96,Heat,-0.0,Export
NO,FR,96,Heat,-0.0,Export
DK,FR,96,Heat,-0.0,Export
UK,FR,96,Heat,-0.0,Export
DE,NO,96,Heat,-0.0,Export
FR,NO,96,Heat,-0.0,Export
NO,NO,96,Heat,-0.0,Export
DK,NO,96,Heat,-0.0,Export
UK,NO,96,Heat,-0.0,Export
DE,DK,96,Heat,-0.0,Export
FR,DK,96,Heat,-0.0,Export
NO,DK,96,Heat,-0.0,Export
DK,DK,96,Heat,-0.0,Export
UK,DK,96,Heat,-0.0,Export
DE,UK,96,Heat,-0.0,Export
FR,UK,96,Heat,-0.0,Export
NO,UK,96,Heat,-0.0,Export
DK,UK,96,Heat,-0.0,Export
UK,UK,96,Heat,-0.0,Export
DE,DE,97,Heat,-0.0,Export
FR,DE,97,Heat,-0.0,Export
NO,DE,97,Heat,-0.0,Export
DK,DE,97,Heat,-0.0,Export
UK,DE,97,Heat,-0.0,Export
DE,FR,97,Heat,-0.0,Export
FR,FR,97,Heat,-0.0,Export
NO,FR,97,Heat,-0.0,Export
DK,FR,97,Heat,-0.0,Export
UK,FR,97,Heat,-0.0,Export
DE,NO,97,Heat,-0.0,Export
FR,NO,97,Heat,-0.0,Export
NO,NO,97,Heat,-0.0,Export
DK,NO,97,Heat,-0.0,Export
UK,NO,97,Heat,-0.0,Export
DE,DK,97,Heat,-0.0,Export
FR,DK,97,Heat,-0.0,Export
NO,DK,97,Heat,-0.0,Export
DK,DK,97,Heat,-0.0,Export
UK,DK,97,Heat,-0.0,Export
DE,UK,97,Heat,-0.0,Export
FR,UK,97,Heat,-0.0,Export
NO,UK,97,Heat,-0.0,Export
DK,UK,97,Heat,-0.0,Export
UK,UK,97,Heat,-0.0,Export
DE,DE,98,Heat,-0.0,Export
FR,DE,98,Heat,-0.0,Export
NO,DE,98,Heat,-0.0,Export
DK,DE,98,Heat,-0.0,Export
UK,DE,98,Heat,-0.0,Export
DE,FR,98,Heat,-0.0,Export
FR,FR,98,Heat,-0.0,Export
NO,FR,98,Heat,-0.0,Export
DK,FR,98,Heat,-0.0,Export
UK,FR,98,Heat,-0.0,Export
DE,NO,98,Heat,-0.0,Export
FR,NO,98,Heat,-0.0,Export
NO,NO,98,Heat,-0.0,Export
DK,NO,98,Heat,-0.0,Export
UK,NO,98,Heat,-0.0,Export
DE,DK,98,Heat,-0.0,Export
FR,DK,98,Heat,-0.0,Export
NO,DK,98,Heat,-0.0,Export
DK,DK,98,Heat,-0.0,Export
UK,DK,98,Heat,-0.0,Export
DE,UK,98,Heat,-0.0,Export
FR,UK,98,Heat,-0.0,Export
NO,UK,98,Heat,-0.0,Export
DK,UK,98,Heat,-0.0,Export
UK,UK,98,Heat,-0.0,Export
DE,DE,99,Heat,-0.0,Export
FR,DE,99,Heat,-0.0,Export
NO,DE,99,Heat,-0.0,Export
DK,DE,99,Heat,-0.0,Export
UK,DE,99,Heat,-0.0,Export
DE,FR,99,Heat,-0.0,Export
FR,FR,99,Heat,-0.0,Export
NO,FR,99,Heat,-0.0,Export
DK,FR,99,Heat,-0.0,Export
UK,FR,99,Heat,-0.0,Export
DE,NO,99,Heat,-0.0,Export
FR,NO,99,Heat,-0.0,Export
NO,NO,99,Heat,-0.0,Export
DK,NO,99,Heat,-0.0,Export
UK,NO,99,Heat,-0.0,Export
DE,DK,99,Heat,-0.0,Export
FR,DK,99,Heat,-0.0,Export
NO,DK,99,Heat,-0.0,Export
DK,DK,99,Heat,-0.0,Export
UK,DK,99,Heat,-0.0,Export
DE,UK,99,Heat,-0.0,Export
FR,UK,99,Heat,-0.0,Export
NO,UK,99,Heat,-0.0,Export
DK,UK,99,Heat,-0.0,Export
UK,UK,99,Heat,-0.0,Export
DE,DE,100,Heat,-0.0,Export
FR,DE,100,Heat,-0.0,Export
NO,DE,100,Heat,-0.0,Export
DK,DE,100,Heat,-0.0,Export
UK,DE,100,Heat,-0.0,Export
DE,FR,100,Heat,-0.0,Export
FR,FR,100,Heat,-0.0,Export
NO,FR,100,Heat,-0.0,Export
DK,FR,100,Heat,-0.0,Export
UK,FR,100,Heat,-0.0,Export
DE,NO,100,Heat,-0.0,Export
FR,NO,100,Heat,-0.0,Export
NO,NO,100,Heat,-0.0,Export
DK,NO,100,Heat,-0.0,Export
UK,NO,100,Heat,-0.0,Export
DE,DK,100,Heat,-0.0,Export
FR,DK,100,Heat,-0.0,Export
NO,DK,100,Heat,-0.0,Export
DK,DK,100,Heat,-0.0,Export
UK,DK,100,Heat,-0.0,Export
DE,UK,100,Heat,-0.0,Export
FR,UK,100,Heat,-0.0,Export
NO,UK,100,Heat,-0.0,Export
DK,UK,100,Heat,-0.0,Export
UK,UK,100,Heat,-0.0,Export
DE,DE,101,Heat,-0.0,Export
FR,DE,101,Heat,-0.0,Export
NO,DE,101,Heat,-0.0,Export
DK,DE,101,Heat,-0.0,Export
UK,DE,101,Heat,-0.0,Export
DE,FR,101,Heat,-0.0,Export
FR,FR,101,Heat,-0.0,Export
NO,FR,101,Heat,-0.0,Export
DK,FR,101,Heat,-0.0,Export
UK,FR,101,Heat,-0.0,Export
DE,NO,101,Heat,-0.0,Export
FR,NO,101,Heat,-0.0,Export
NO,NO,101,Heat,-0.0,Export
DK,NO,101,Heat,-0.0,Export
UK,NO,101,Heat,-0.0,Export
DE,DK,101,Heat,-0.0,Export
FR,DK,101,Heat,-0.0,Export
NO,DK,101,Heat,-0.0,Export
DK,DK,101,Heat,-0.0,Export
UK,DK,101,Heat,-0.0,Export
DE,UK,101,Heat,-0.0,Export
FR,UK,101,Heat,-0.0,Export
NO,UK,101,Heat,-0.0,Export
DK,UK,101,Heat,-0.0,Export
UK,UK,101,Heat,-0.0,Export
DE,DE,102,Heat,-0.0,Export
FR,DE,102,Heat,-0.0,Export
NO,DE,102,Heat,-0.0,Export
DK,DE,102,Heat,-0.0,Export
UK,DE,102,Heat,-0.0,Export
DE,FR,102,Heat,-0.0,Export
FR,FR,102,Heat,-0.0,Export
NO,FR,102,Heat,-0.0,Export
DK,FR,102,Heat,-0.0,Export
UK,FR,102,Heat,-0.0,Export
DE,NO,102,Heat,-0.0,Export
FR,NO,102,Heat,-0.0,Export
NO,NO,102,Heat,-0.0,Export
DK,NO,102,Heat,-0.0,Export
UK,NO,102,Heat,-0.0,Export
DE,DK,102,Heat,-0.0,Export
FR,DK,102,Heat,-0.0,Export
NO,DK,102,Heat,-0.0,Export
DK,DK,102,Heat,-0.0,Export
UK,DK,102,Heat,-0.0,Export
DE,UK,102,Heat,-0.0,Export
FR,UK,102,Heat,-0.0,Export
NO,UK,102,Heat,-0.0,Export
DK,UK,102,Heat,-0.0,Export
UK,UK,102,Heat,-0.0,Export
DE,DE,103,Heat,-0.0,Export
FR,DE,103,Heat,-0.0,Export
NO,DE,103,Heat,-0.0,Export
DK,DE,103,Heat,-0.0,Export
UK,DE,103,Heat,-0.0,Export
DE,FR,103,Heat,-0.0,Export
FR,FR,103,Heat,-0.0,Export
NO,FR,103,Heat,-0.0,Export
DK,FR,103,Heat,-0.0,Export
UK,FR,103,Heat,-0.0,Export
DE,NO,103,Heat,-0.0,Export
FR,NO,103,Heat,-0.0,Export
NO,NO,103,Heat,-0.0,Export
DK,NO,103,Heat,-0.0,Export
UK,NO,103,Heat,-0.0,Export
DE,DK,103,Heat,-0.0,Export
FR,DK,103,Heat,-0.0,Export
NO,DK,103,Heat,-0.0,Export
DK,DK,103,Heat,-0.0,Export
UK,DK,103,Heat,-0.0,Export
DE,UK,103,Heat,-0.0,Export
FR,UK,103,Heat,-0.0,Export
NO,UK,103,Heat,-0.0,Export
DK,UK,103,Heat,-0.0,Export
UK,UK,103,Heat,-0.0,Export
DE,DE,104,Heat,-0.0,Export
FR,DE,104,Heat,-0.0,Export
NO,DE,104,Heat,-0.0,Export
DK,DE,104,Heat,-0.0,Export
UK,DE,104,Heat,-0.0,Export
DE,FR,104,Heat,-0.0,Export
FR,FR,104,Heat,-0.0,Export
NO,FR,104,Heat,-0.0,Export
DK,FR,104,Heat,-0.0,Export
UK,FR,104,Heat,-0.0,Export
DE,NO,104,Heat,-0.0,Export
FR,NO,104,Heat,-0.0,Export
NO,NO,104,Heat,-0.0,Export
DK,NO,104,Heat,-0.0,Export
UK,NO,104,Heat,-0.0,Export
DE,DK,104,Heat,-0.0,Export
FR,DK,104,Heat,-0.0,Export
NO,DK,104,Heat,-0.0,Export
DK,DK,104,Heat,-0.0,Export
UK,DK,104,Heat,-0.0,Export
DE,UK,104,Heat,-0.0,Export
FR,UK,104,Heat,-0.0,Export
NO,UK,104,Heat,-0.0,Export
DK,UK,104,Heat,-0.0,Export
UK,UK,104,Heat,-0.0,Export
DE,DE,105,Heat,-0.0,Export
FR,DE,105,Heat,-0.0,Export
NO,DE,105,Heat,-0.0,Export
DK,DE,105,Heat,-0.0,Export
UK,DE,105,Heat,-0.0,Export
DE,FR,105,Heat,-0.0,Export
FR,FR,105,Heat,-0.0,Export
NO,FR,105,Heat,-0.0,Export
DK,FR,105,Heat,-0.0,Export
UK,FR,105,Heat,-0.0,Export
DE,NO,105,Heat,-0.0,Export
FR,NO,105,Heat,-0.0,Export
NO,NO,105,Heat,-0.0,Export
DK,NO,105,Heat,-0.0,Export
UK,NO,105,Heat,-0.0,Export
DE,DK,105,Heat,-0.0,Export
FR,DK,105,Heat,-0.0,Export
NO,DK,105,Heat,-0.0,Export
DK,DK,105,Heat,-0.0,Export
UK,DK,105,Heat,-0.0,Export
DE,UK,105,Heat,-0.0,Export
FR,UK,105,Heat,-0.0,Export
NO,UK,105,Heat,-0.0,Export
DK,UK,105,Heat,-0.0,Export
UK,UK,105,Heat,-0.0,Export
DE,DE,106,Heat,-0.0,Export
FR,DE,106,Heat,-0.0,Export
NO,DE,106,Heat,-0.0,Export
DK,DE,106,Heat,-0.0,Export
UK,DE,106,Heat,-0.0,Export
DE,FR,106,Heat,-0.0,Export
FR,FR,106,Heat,-0.0,Export
NO,FR,106,Heat,-0.0,Export
DK,FR,106,Heat,-0.0,Export
UK,FR,106,Heat,-0.0,Export
DE,NO,106,Heat,-0.0,Export
FR,NO,106,Heat,-0.0,Export
NO,NO,106,Heat,-0.0,Export
DK,NO,106,Heat,-0.0,Export
UK,NO,106,Heat,-0.0,Export
DE,DK,106,Heat,-0.0,Export
FR,DK,106,Heat,-0.0,Export
NO,DK,106,Heat,-0.0,Export
DK,DK,106,Heat,-0.0,Export
UK,DK,106,Heat,-0.0,Export
DE,UK,106,Heat,-0.0,Export
FR,UK,106,Heat,-0.0,Export
NO,UK,106,Heat,-0.0,Export
DK,UK,106,Heat,-0.0,Export
UK,UK,106,Heat,-0.0,Export
DE,DE,107,Heat,-0.0,Export
FR,DE,107,Heat,-0.0,Export
