From,To,Hour,Fuel,Value,Technology
DK,FR,106,Power,-0.0,Import
DK,NO,106,Power,0.0,Import
DK,DK,106,Power,0.0,Import
DK,UK,106,Power,-0.0,Import
UK,DE,106,Power,0.0,Import
UK,FR,106,Power,6.0,Import
UK,NO,106,Power,0.0,Import
UK,DK,106,Power,0.0,Import
UK,UK,106,Power,0.0,Import
DE,DE,107,Power,0.0,Import
DE,FR,107,Power,3.606895370000002,Import
DE,NO,107,Power,0.0,Import
DE,DK,107,Power,0.0,Import
DE,UK,107,Power,-0.0,Import
FR,DE,107,Power,0.0,Import
FR,FR,107,Power,0.0,Import
FR,NO,107,Power,0.0,Import
FR,DK,107,Power,0.0,Import
FR,UK,107,Power,0.0,Import
NO,DE,107,Power,0.0,Import
NO,FR,107,Power,-0.0,Import
NO,NO,107,Power,0.0,Import
NO,DK,107,Power,0.0,Import
NO,UK,107,Power,0.0,Import
DK,DE,107,Power,0.0,Import
DK,FR,107,Power,-0.0,Import
DK,NO,107,Power,0.0,Import
DK,DK,107,Power,0.0,Import
DK,UK,107,Power,-0.0,Import
UK,DE,107,Power,0.0,Import
UK,FR,107,Power,6.0,Import
UK,NO,107,Power,0.0,Import
UK,DK,107,Power,0.0,Import
UK,UK,107,Power,0.0,Import
DE,DE,108,Power,0.0,Import
DE,FR,108,Power,0.0,Import
DE,NO,108,Power,0.0,Import
DE,DK,108,Power,0.0,Import
DE,UK,108,Power,-0.0,Import
FR,DE,108,Power,0.0,Import
FR,FR,108,Power,0.0,Import
FR,NO,108,Power,0.0,Import
FR,DK,108,Power,0.0,Import
FR,UK,108,Power,0.0,Import
NO,DE,108,Power,0.0,Import
NO,FR,108,Power,-0.0,Import
NO,NO,108,Power,0.0,Import
NO,DK,108,Power,0.0,Import
NO,UK,108,Power,0.0,Import
DK,DE,108,Power,0.0,Import
DK,FR,108,Power,-0.0,Import
DK,NO,108,Power,0.0,Import
DK,DK,108,Power,0.0,Import
DK,UK,108,Power,-0.0,Import
UK,DE,108,Power,0.0,Import
UK,FR,108,Power,6.0,Import
UK,NO,108,Power,0.0,Import
UK,DK,108,Power,0.0,Import
UK,UK,108,Power,0.0,Import
DE,DE,109,Power,0.0,Import
DE,FR,109,Power,10.0,Import
DE,NO,109,Power,-0.0,Import
DE,DK,109,Power,0.0,Import
DE,UK,109,Power,-0.0,Import
FR,DE,109,Power,0.0,Import
FR,FR,109,Power,0.0,Import
FR,NO,109,Power,0.0,Import
FR,DK,109,Power,0.0,Import
FR,UK,109,Power,0.0,Import
NO,DE,109,Power,0.0,Import
NO,FR,109,Power,-0.0,Import
NO,NO,109,Power,0.0,Import
NO,DK,109,Power,0.0,Import
NO,UK,109,Power,0.0,Import
DK,DE,109,Power,0.0,Import
DK,FR,109,Power,-0.0,Import
DK,NO,109,Power,0.0,Import
DK,DK,109,Power,0.0,Import
DK,UK,109,Power,-0.0,Import
UK,DE,109,Power,0.0,Import
UK,FR,109,Power,6.0,Import
UK,NO,109,Power,0.0,Import
UK,DK,109,Power,0.0,Import
UK,UK,109,Power,0.0,Import
DE,DE,110,Power,0.0,Import
DE,FR,110,Power,10.0,Import
DE,NO,110,Power,0.0,Import
DE,DK,110,Power,0.0,Import
DE,UK,110,Power,-0.0,Import
FR,DE,110,Power,0.0,Import
FR,FR,110,Power,0.0,Import
FR,NO,110,Power,0.0,Import
FR,DK,110,Power,0.0,Import
FR,UK,110,Power,0.0,Import
NO,DE,110,Power,0.0,Import
NO,FR,110,Power,-0.0,Import
NO,NO,110,Power,0.0,Import
NO,DK,110,Power,0.0,Import
NO,UK,110,Power,0.0,Import
DK,DE,110,Power,0.0,Import
DK,FR,110,Power,-0.0,Import
DK,NO,110,Power,0.0,Import
DK,DK,110,Power,0.0,Import
DK,UK,110,Power,-0.0,Import
UK,DE,110,Power,0.0,Import
UK,FR,110,Power,6.0,Import
UK,NO,110,Power,0.0,Import
UK,DK,110,Power,0.0,Import
UK,UK,110,Power,0.0,Import
DE,DE,111,Power,0.0,Import
DE,FR,111,Power,10.0,Import
DE,NO,111,Power,0.0,Import
DE,DK,111,Power,0.0,Import
DE,UK,111,Power,-0.0,Import
FR,DE,111,Power,0.0,Import
FR,FR,111,Power,0.0,Import
FR,NO,111,Power,0.0,Import
FR,DK,111,Power,0.0,Import
FR,UK,111,Power,0.0,Import
NO,DE,111,Power,-0.0,Import
NO,FR,111,Power,-0.0,Import
NO,NO,111,Power,0.0,Import
NO,DK,111,Power,0.0,Import
NO,UK,111,Power,0.0,Import
DK,DE,111,Power,5.0,Import
DK,FR,111,Power,-0.0,Import
DK,NO,111,Power,0.0,Import
DK,DK,111,Power,0.0,Import
DK,UK,111,Power,-0.0,Import
UK,DE,111,Power,0.0,Import
UK,FR,111,Power,6.0,Import
UK,NO,111,Power,0.0,Import
UK,DK,111,Power,0.0,Import
UK,UK,111,Power,0.0,Import
DE,DE,112,Power,0.0,Import
DE,FR,112,Power,10.0,Import
DE,NO,112,Power,0.0,Import
DE,DK,112,Power,0.0,Import
DE,UK,112,Power,-0.0,Import
FR,DE,112,Power,0.0,Import
FR,FR,112,Power,0.0,Import
FR,NO,112,Power,0.0,Import
FR,DK,112,Power,0.0,Import
FR,UK,112,Power,0.0,Import
NO,DE,112,Power,-0.0,Import
NO,FR,112,Power,-0.0,Import
NO,NO,112,Power,0.0,Import
NO,DK,112,Power,0.0,Import
NO,UK,112,Power,0.0,Import
DK,DE,112,Power,2.5813365301820808,Import
DK,FR,112,Power,-0.0,Import
DK,NO,112,Power,0.0,Import
DK,DK,112,Power,0.0,Import
DK,UK,112,Power,-0.0,Import
UK,DE,112,Power,0.0,Import
UK,FR,112,Power,6.0,Import
UK,NO,112,Power,0.0,Import
UK,DK,112,Power,0.0,Import
UK,UK,112,Power,0.0,Import
DE,DE,113,Power,0.0,Import
DE,FR,113,Power,10.0,Import
DE,NO,113,Power,0.0,Import
DE,DK,113,Power,0.0,Import
DE,UK,113,Power,0.0,Import
FR,DE,113,Power,0.0,Import
FR,FR,113,Power,0.0,Import
FR,NO,113,Power,0.0,Import
FR,DK,113,Power,0.0,Import
FR,UK,113,Power,0.0,Import
NO,DE,113,Power,-0.0,Import
NO,FR,113,Power,-0.0,Import
NO,NO,113,Power,0.0,Import
NO,DK,113,Power,0.0,Import
NO,UK,113,Power,0.0,Import
DK,DE,113,Power,3.2864786602503333,Import
DK,FR,113,Power,-0.0,Import
DK,NO,113,Power,0.0,Import
DK,DK,113,Power,0.0,Import
DK,UK,113,Power,0.0,Import
UK,DE,113,Power,-0.0,Import
UK,FR,113,Power,6.0,Import
UK,NO,113,Power,0.0,Import
UK,DK,113,Power,-0.0,Import
UK,UK,113,Power,0.0,Import
DE,DE,114,Power,0.0,Import
DE,FR,114,Power,10.0,Import
DE,NO,114,Power,0.0,Import
DE,DK,114,Power,0.0,Import
DE,UK,114,Power,0.0,Import
FR,DE,114,Power,0.0,Import
FR,FR,114,Power,0.0,Import
FR,NO,114,Power,0.0,Import
FR,DK,114,Power,0.0,Import
FR,UK,114,Power,0.0,Import
NO,DE,114,Power,-0.0,Import
NO,FR,114,Power,-0.0,Import
NO,NO,114,Power,0.0,Import
NO,DK,114,Power,0.0,Import
NO,UK,114,Power,0.0,Import
DK,DE,114,Power,0.0,Import
DK,FR,114,Power,-0.0,Import
DK,NO,114,Power,0.0,Import
DK,DK,114,Power,0.0,Import
DK,UK,114,Power,0.0,Import
UK,DE,114,Power,-0.0,Import
UK,FR,114,Power,6.0,Import
UK,NO,114,Power,0.0,Import
UK,DK,114,Power,-0.0,Import
UK,UK,114,Power,0.0,Import
DE,DE,115,Power,0.0,Import
DE,FR,115,Power,0.0,Import
DE,NO,115,Power,0.0,Import
DE,DK,115,Power,0.0,Import
DE,UK,115,Power,0.0,Import
FR,DE,115,Power,0.0,Import
FR,FR,115,Power,0.0,Import
FR,NO,115,Power,0.0,Import
FR,DK,115,Power,0.0,Import
FR,UK,115,Power,0.0,Import
NO,DE,115,Power,-0.0,Import
NO,FR,115,Power,-0.0,Import
NO,NO,115,Power,0.0,Import
NO,DK,115,Power,0.6450451949778433,Import
NO,UK,115,Power,0.0,Import
DK,DE,115,Power,0.0,Import
DK,FR,115,Power,-0.0,Import
DK,NO,115,Power,0.0,Import
DK,DK,115,Power,0.0,Import
DK,UK,115,Power,0.0,Import
UK,DE,115,Power,-0.0,Import
UK,FR,115,Power,6.0,Import
UK,NO,115,Power,0.0,Import
UK,DK,115,Power,-0.0,Import
UK,UK,115,Power,0.0,Import
DE,DE,116,Power,0.0,Import
DE,FR,116,Power,0.0,Import
DE,NO,116,Power,0.0,Import
DE,DK,116,Power,0.0,Import
DE,UK,116,Power,0.0,Import
FR,DE,116,Power,0.0,Import
FR,FR,116,Power,0.0,Import
FR,NO,116,Power,0.0,Import
FR,DK,116,Power,0.0,Import
FR,UK,116,Power,0.0,Import
NO,DE,116,Power,-0.0,Import
NO,FR,116,Power,-0.0,Import
NO,NO,116,Power,0.0,Import
NO,DK,116,Power,0.0,Import
NO,UK,116,Power,0.0,Import
DK,DE,116,Power,0.0,Import
DK,FR,116,Power,-0.0,Import
DK,NO,116,Power,0.0,Import
DK,DK,116,Power,0.0,Import
DK,UK,116,Power,0.0,Import
UK,DE,116,Power,-0.0,Import
UK,FR,116,Power,6.0,Import
UK,NO,116,Power,0.0,Import
UK,DK,116,Power,-0.0,Import
UK,UK,116,Power,0.0,Import
DE,DE,117,Power,0.0,Import
DE,FR,117,Power,0.0,Import
DE,NO,117,Power,0.0,Import
DE,DK,117,Power,0.0,Import
DE,UK,117,Power,-0.0,Import
FR,DE,117,Power,0.0,Import
FR,FR,117,Power,0.0,Import
FR,NO,117,Power,0.0,Import
FR,DK,117,Power,0.0,Import
FR,UK,117,Power,0.0,Import
NO,DE,117,Power,-0.0,Import
NO,FR,117,Power,-0.0,Import
NO,NO,117,Power,0.0,Import
NO,DK,117,Power,0.47898208042840373,Import
NO,UK,117,Power,0.0,Import
DK,DE,117,Power,0.0,Import
DK,FR,117,Power,-0.0,Import
DK,NO,117,Power,0.0,Import
DK,DK,117,Power,0.0,Import
DK,UK,117,Power,-0.0,Import
UK,DE,117,Power,0.0,Import
UK,FR,117,Power,6.0,Import
UK,NO,117,Power,0.0,Import
UK,DK,117,Power,0.0,Import
UK,UK,117,Power,0.0,Import
DE,DE,118,Power,0.0,Import
DE,FR,118,Power,0.0,Import
DE,NO,118,Power,0.0,Import
DE,DK,118,Power,0.0,Import
DE,UK,118,Power,-0.0,Import
FR,DE,118,Power,0.0,Import
FR,FR,118,Power,0.0,Import
FR,NO,118,Power,0.0,Import
FR,DK,118,Power,0.0,Import
FR,UK,118,Power,0.0,Import
NO,DE,118,Power,-0.0,Import
NO,FR,118,Power,-0.0,Import
NO,NO,118,Power,0.0,Import
NO,DK,118,Power,0.22627825224447973,Import
NO,UK,118,Power,0.0,Import
DK,DE,118,Power,0.0,Import
DK,FR,118,Power,-0.0,Import
DK,NO,118,Power,0.0,Import
DK,DK,118,Power,0.0,Import
DK,UK,118,Power,-0.0,Import
UK,DE,118,Power,0.0,Import
UK,FR,118,Power,6.0,Import
UK,NO,118,Power,0.0,Import
UK,DK,118,Power,0.0,Import
UK,UK,118,Power,0.0,Import
DE,DE,119,Power,0.0,Import
DE,FR,119,Power,0.0,Import
DE,NO,119,Power,0.0,Import
DE,DK,119,Power,0.0,Import
DE,UK,119,Power,-0.0,Import
FR,DE,119,Power,0.0,Import
FR,FR,119,Power,0.0,Import
FR,NO,119,Power,0.0,Import
FR,DK,119,Power,0.0,Import
FR,UK,119,Power,0.0,Import
NO,DE,119,Power,-0.0,Import
NO,FR,119,Power,-0.0,Import
NO,NO,119,Power,0.0,Import
NO,DK,119,Power,0.0,Import
NO,UK,119,Power,0.0,Import
DK,DE,119,Power,0.0,Import
DK,FR,119,Power,-0.0,Import
DK,NO,119,Power,0.0,Import
DK,DK,119,Power,0.0,Import
DK,UK,119,Power,-0.0,Import
UK,DE,119,Power,0.0,Import
UK,FR,119,Power,6.0,Import
UK,NO,119,Power,0.0,Import
UK,DK,119,Power,0.0,Import
UK,UK,119,Power,0.0,Import
DE,DE,120,Power,0.0,Import
DE,FR,120,Power,10.0,Import
DE,NO,120,Power,0.0,Import
DE,DK,120,Power,0.0,Import
DE,UK,120,Power,-0.0,Import
FR,DE,120,Power,0.0,Import
FR,FR,120,Power,0.0,Import
FR,NO,120,Power,0.0,Import
FR,DK,120,Power,0.0,Import
FR,UK,120,Power,0.0,Import
NO,DE,120,Power,-0.0,Import
NO,FR,120,Power,-0.0,Import
NO,NO,120,Power,0.0,Import
NO,DK,120,Power,0.0,Import
NO,UK,120,Power,0.0,Import
DK,DE,120,Power,0.0,Import
DK,FR,120,Power,-0.0,Import
DK,NO,120,Power,0.0,Import
DK,DK,120,Power,0.0,Import
DK,UK,120,Power,-0.0,Import
UK,DE,120,Power,0.0,Import
UK,FR,120,Power,0.0,Import
UK,NO,120,Power,0.0,Import
UK,DK,120,Power,0.0,Import
UK,UK,120,Power,0.0,Import
DE,DE,1,Heat,0.0,Import
DE,FR,1,Heat,-0.0,Import
DE,NO,1,Heat,-0.0,Import
DE,DK,1,Heat,-0.0,Import
DE,UK,1,Heat,-0.0,Import
FR,DE,1,Heat,0.0,Import
FR,FR,1,Heat,0.0,Import
FR,NO,1,Heat,0.0,Import
FR,DK,1,Heat,0.0,Import
FR,UK,1,Heat,0.0,Import
NO,DE,1,Heat,0.0,Import
NO,FR,1,Heat,-0.0,Import
NO,NO,1,Heat,0.0,Import
NO,DK,1,Heat,0.0,Import
NO,UK,1,Heat,0.0,Import
DK,DE,1,Heat,0.0,Import
DK,FR,1,Heat,-0.0,Import
DK,NO,1,Heat,-0.0,Import
DK,DK,1,Heat,0.0,Import
DK,UK,1,Heat,-0.0,Import
UK,DE,1,Heat,0.0,Import
UK,FR,1,Heat,-0.0,Import
UK,NO,1,Heat,-0.0,Import
UK,DK,1,Heat,0.0,Import
UK,UK,1,Heat,0.0,Import
DE,DE,2,Heat,0.0,Import
DE,FR,2,Heat,0.0,Import
DE,NO,2,Heat,0.0,Import
DE,DK,2,Heat,0.0,Import
DE,UK,2,Heat,0.0,Import
FR,DE,2,Heat,-0.0,Import
FR,FR,2,Heat,0.0,Import
FR,NO,2,Heat,0.0,Import
FR,DK,2,Heat,0.0,Import
FR,UK,2,Heat,0.0,Import
NO,DE,2,Heat,-0.0,Import
NO,FR,2,Heat,-0.0,Import
NO,NO,2,Heat,0.0,Import
NO,DK,2,Heat,0.0,Import
NO,UK,2,Heat,-0.0,Import
DK,DE,2,Heat,-0.0,Import
DK,FR,2,Heat,-0.0,Import
DK,NO,2,Heat,-0.0,Import
DK,DK,2,Heat,0.0,Import
DK,UK,2,Heat,-0.0,Import
UK,DE,2,Heat,-0.0,Import
UK,FR,2,Heat,-0.0,Import
UK,NO,2,Heat,0.0,Import
UK,DK,2,Heat,0.0,Import
UK,UK,2,Heat,0.0,Import
DE,DE,3,Heat,0.0,Import
DE,FR,3,Heat,-0.0,Import
DE,NO,3,Heat,-0.0,Import
DE,DK,3,Heat,0.0,Import
DE,UK,3,Heat,-0.0,Import
FR,DE,3,Heat,0.0,Import
FR,FR,3,Heat,0.0,Import
FR,NO,3,Heat,0.0,Import
FR,DK,3,Heat,0.0,Import
FR,UK,3,Heat,0.0,Import
NO,DE,3,Heat,0.0,Import
NO,FR,3,Heat,-0.0,Import
NO,NO,3,Heat,0.0,Import
NO,DK,3,Heat,0.0,Import
NO,UK,3,Heat,-0.0,Import
DK,DE,3,Heat,-0.0,Import
DK,FR,3,Heat,-0.0,Import
DK,NO,3,Heat,-0.0,Import
DK,DK,3,Heat,0.0,Import
DK,UK,3,Heat,-0.0,Import
UK,DE,3,Heat,0.0,Import
UK,FR,3,Heat,-0.0,Import
UK,NO,3,Heat,0.0,Import
UK,DK,3,Heat,0.0,Import
UK,UK,3,Heat,0.0,Import
DE,DE,4,Heat,0.0,Import
DE,FR,4,Heat,-0.0,Import
DE,NO,4,Heat,0.0,Import
DE,DK,4,Heat,-0.0,Import
DE,UK,4,Heat,-0.0,Import
FR,DE,4,Heat,0.0,Import
FR,FR,4,Heat,0.0,Import
FR,NO,4,Heat,0.0,Import
FR,DK,4,Heat,0.0,Import
FR,UK,4,Heat,0.0,Import
NO,DE,4,Heat,-0.0,Import
NO,FR,4,Heat,-0.0,Import
NO,NO,4,Heat,0.0,Import
NO,DK,4,Heat,-0.0,Import
NO,UK,4,Heat,-0.0,Import
DK,DE,4,Heat,0.0,Import
DK,FR,4,Heat,-0.0,Import
DK,NO,4,Heat,0.0,Import
DK,DK,4,Heat,0.0,Import
DK,UK,4,Heat,-0.0,Import
UK,DE,4,Heat,0.0,Import
UK,FR,4,Heat,-0.0,Import
UK,NO,4,Heat,0.0,Import
UK,DK,4,Heat,0.0,Import
UK,UK,4,Heat,0.0,Import
DE,DE,5,Heat,0.0,Import
DE,FR,5,Heat,-0.0,Import
DE,NO,5,Heat,0.0,Import
DE,DK,5,Heat,-0.0,Import
DE,UK,5,Heat,-0.0,Import
FR,DE,5,Heat,0.0,Import
FR,FR,5,Heat,0.0,Import
FR,NO,5,Heat,0.0,Import
FR,DK,5,Heat,0.0,Import
FR,UK,5,Heat,0.0,Import
NO,DE,5,Heat,0.0,Import
NO,FR,5,Heat,-0.0,Import
NO,NO,5,Heat,0.0,Import
NO,DK,5,Heat,-0.0,Import
NO,UK,5,Heat,-0.0,Import
DK,DE,5,Heat,0.0,Import
DK,FR,5,Heat,-0.0,Import
DK,NO,5,Heat,0.0,Import
DK,DK,5,Heat,0.0,Import
DK,UK,5,Heat,0.0,Import
UK,DE,5,Heat,0.0,Import
UK,FR,5,Heat,-0.0,Import
UK,NO,5,Heat,0.0,Import
UK,DK,5,Heat,-0.0,Import
UK,UK,5,Heat,0.0,Import
DE,DE,6,Heat,0.0,Import
DE,FR,6,Heat,-0.0,Import
DE,NO,6,Heat,0.0,Import
DE,DK,6,Heat,-0.0,Import
DE,UK,6,Heat,-0.0,Import
FR,DE,6,Heat,0.0,Import
FR,FR,6,Heat,0.0,Import
FR,NO,6,Heat,0.0,Import
FR,DK,6,Heat,-0.0,Import
FR,UK,6,Heat,0.0,Import
NO,DE,6,Heat,0.0,Import
NO,FR,6,Heat,-0.0,Import
NO,NO,6,Heat,0.0,Import
NO,DK,6,Heat,-0.0,Import
NO,UK,6,Heat,-0.0,Import
DK,DE,6,Heat,0.0,Import
DK,FR,6,Heat,0.0,Import
DK,NO,6,Heat,0.0,Import
DK,DK,6,Heat,0.0,Import
DK,UK,6,Heat,0.0,Import
UK,DE,6,Heat,0.0,Import
UK,FR,6,Heat,-0.0,Import
UK,NO,6,Heat,0.0,Import
UK,DK,6,Heat,-0.0,Import
UK,UK,6,Heat,0.0,Import
DE,DE,7,Heat,0.0,Import
DE,FR,7,Heat,-0.0,Import
DE,NO,7,Heat,0.0,Import
DE,DK,7,Heat,-0.0,Import
DE,UK,7,Heat,0.0,Import
FR,DE,7,Heat,0.0,Import
FR,FR,7,Heat,0.0,Import
FR,NO,7,Heat,0.0,Import
FR,DK,7,Heat,-0.0,Import
FR,UK,7,Heat,0.0,Import
NO,DE,7,Heat,-0.0,Import
NO,FR,7,Heat,-0.0,Import
NO,NO,7,Heat,0.0,Import
NO,DK,7,Heat,-0.0,Import
NO,UK,7,Heat,-0.0,Import
DK,DE,7,Heat,0.0,Import
DK,FR,7,Heat,0.0,Import
DK,NO,7,Heat,0.0,Import
DK,DK,7,Heat,0.0,Import
DK,UK,7,Heat,0.0,Import
UK,DE,7,Heat,-0.0,Import
UK,FR,7,Heat,-0.0,Import
UK,NO,7,Heat,0.0,Import
UK,DK,7,Heat,-0.0,Import
UK,UK,7,Heat,0.0,Import
DE,DE,8,Heat,0.0,Import
DE,FR,8,Heat,-0.0,Import
DE,NO,8,Heat,0.0,Import
DE,DK,8,Heat,-0.0,Import
DE,UK,8,Heat,0.0,Import
FR,DE,8,Heat,0.0,Import
FR,FR,8,Heat,0.0,Import
FR,NO,8,Heat,0.0,Import
FR,DK,8,Heat,-0.0,Import
FR,UK,8,Heat,0.0,Import
NO,DE,8,Heat,-0.0,Import
NO,FR,8,Heat,-0.0,Import
NO,NO,8,Heat,0.0,Import
NO,DK,8,Heat,-0.0,Import
NO,UK,8,Heat,-0.0,Import
DK,DE,8,Heat,0.0,Import
DK,FR,8,Heat,0.0,Import
DK,NO,8,Heat,0.0,Import
DK,DK,8,Heat,0.0,Import
DK,UK,8,Heat,0.0,Import
UK,DE,8,Heat,-0.0,Import
UK,FR,8,Heat,-0.0,Import
UK,NO,8,Heat,0.0,Import
UK,DK,8,Heat,-0.0,Import
UK,UK,8,Heat,0.0,Import
DE,DE,9,Heat,0.0,Import
DE,FR,9,Heat,-0.0,Import
DE,NO,9,Heat,0.0,Import
DE,DK,9,Heat,0.0,Import
DE,UK,9,Heat,0.0,Import
FR,DE,9,Heat,0.0,Import
FR,FR,9,Heat,0.0,Import
FR,NO,9,Heat,0.0,Import
FR,DK,9,Heat,0.0,Import
FR,UK,9,Heat,0.0,Import
NO,DE,9,Heat,-0.0,Import
NO,FR,9,Heat,-0.0,Import
NO,NO,9,Heat,0.0,Import
NO,DK,9,Heat,-0.0,Import
NO,UK,9,Heat,-0.0,Import
DK,DE,9,Heat,-0.0,Import
DK,FR,9,Heat,-0.0,Import
DK,NO,9,Heat,0.0,Import
DK,DK,9,Heat,0.0,Import
DK,UK,9,Heat,0.0,Import
UK,DE,9,Heat,-0.0,Import
UK,FR,9,Heat,-0.0,Import
UK,NO,9,Heat,0.0,Import
UK,DK,9,Heat,-0.0,Import
UK,UK,9,Heat,0.0,Import
DE,DE,10,Heat,0.0,Import
DE,FR,10,Heat,-0.0,Import
DE,NO,10,Heat,0.0,Import
DE,DK,10,Heat,-0.0,Import
DE,UK,10,Heat,-0.0,Import
FR,DE,10,Heat,0.0,Import
FR,FR,10,Heat,0.0,Import
FR,NO,10,Heat,0.0,Import
FR,DK,10,Heat,0.0,Import
FR,UK,10,Heat,0.0,Import
NO,DE,10,Heat,0.0,Import
NO,FR,10,Heat,-0.0,Import
NO,NO,10,Heat,0.0,Import
NO,DK,10,Heat,-0.0,Import
NO,UK,10,Heat,-0.0,Import
DK,DE,10,Heat,0.0,Import
DK,FR,10,Heat,-0.0,Import
DK,NO,10,Heat,0.0,Import
DK,DK,10,Heat,0.0,Import
DK,UK,10,Heat,0.0,Import
UK,DE,10,Heat,0.0,Import
UK,FR,10,Heat,-0.0,Import
UK,NO,10,Heat,0.0,Import
UK,DK,10,Heat,-0.0,Import
UK,UK,10,Heat,0.0,Import
DE,DE,11,Heat,0.0,Import
DE,FR,11,Heat,-0.0,Import
DE,NO,11,Heat,0.0,Import
DE,DK,11,Heat,-0.0,Import
DE,UK,11,Heat,-0.0,Import
FR,DE,11,Heat,0.0,Import
FR,FR,11,Heat,0.0,Import
FR,NO,11,Heat,0.0,Import
FR,DK,11,Heat,-0.0,Import
FR,UK,11,Heat,0.0,Import
NO,DE,11,Heat,0.0,Import
NO,FR,11,Heat,-0.0,Import
NO,NO,11,Heat,0.0,Import
NO,DK,11,Heat,-0.0,Import
NO,UK,11,Heat,-0.0,Import
DK,DE,11,Heat,0.0,Import
DK,FR,11,Heat,0.0,Import
DK,NO,11,Heat,0.0,Import
DK,DK,11,Heat,0.0,Import
DK,UK,11,Heat,0.0,Import
UK,DE,11,Heat,0.0,Import
UK,FR,11,Heat,-0.0,Import
UK,NO,11,Heat,0.0,Import
UK,DK,11,Heat,-0.0,Import
UK,UK,11,Heat,0.0,Import
DE,DE,12,Heat,0.0,Import
DE,FR,12,Heat,-0.0,Import
DE,NO,12,Heat,0.0,Import
DE,DK,12,Heat,-0.0,Import
DE,UK,12,Heat,-0.0,Import
FR,DE,12,Heat,0.0,Import
FR,FR,12,Heat,0.0,Import
FR,NO,12,Heat,0.0,Import
FR,DK,12,Heat,-0.0,Import
FR,UK,12,Heat,0.0,Import
NO,DE,12,Heat,0.0,Import
NO,FR,12,Heat,-0.0,Import
NO,NO,12,Heat,0.0,Import
NO,DK,12,Heat,-0.0,Import
NO,UK,12,Heat,-0.0,Import
DK,DE,12,Heat,0.0,Import
DK,FR,12,Heat,0.0,Import
DK,NO,12,Heat,0.0,Import
DK,DK,12,Heat,0.0,Import
DK,UK,12,Heat,0.0,Import
UK,DE,12,Heat,0.0,Import
UK,FR,12,Heat,-0.0,Import
UK,NO,12,Heat,0.0,Import
UK,DK,12,Heat,-0.0,Import
UK,UK,12,Heat,0.0,Import
DE,DE,13,Heat,0.0,Import
DE,FR,13,Heat,-0.0,Import
DE,NO,13,Heat,0.0,Import
DE,DK,13,Heat,-0.0,Import
DE,UK,13,Heat,-0.0,Import
FR,DE,13,Heat,0.0,Import
FR,FR,13,Heat,0.0,Import
FR,NO,13,Heat,0.0,Import
FR,DK,13,Heat,-0.0,Import
FR,UK,13,Heat,0.0,Import
NO,DE,13,Heat,0.0,Import
NO,FR,13,Heat,-0.0,Import
NO,NO,13,Heat,0.0,Import
NO,DK,13,Heat,-0.0,Import
NO,UK,13,Heat,-0.0,Import
DK,DE,13,Heat,0.0,Import
DK,FR,13,Heat,0.0,Import
DK,NO,13,Heat,0.0,Import
DK,DK,13,Heat,0.0,Import
DK,UK,13,Heat,0.0,Import
UK,DE,13,Heat,0.0,Import
UK,FR,13,Heat,-0.0,Import
UK,NO,13,Heat,0.0,Import
UK,DK,13,Heat,-0.0,Import
UK,UK,13,Heat,0.0,Import
DE,DE,14,Heat,0.0,Import
DE,FR,14,Heat,-0.0,Import
DE,NO,14,Heat,0.0,Import
DE,DK,14,Heat,-0.0,Import
DE,UK,14,Heat,-0.0,Import
FR,DE,14,Heat,0.0,Import
FR,FR,14,Heat,0.0,Import
FR,NO,14,Heat,0.0,Import
FR,DK,14,Heat,-0.0,Import
FR,UK,14,Heat,0.0,Import
NO,DE,14,Heat,0.0,Import
NO,FR,14,Heat,-0.0,Import
NO,NO,14,Heat,0.0,Import
NO,DK,14,Heat,-0.0,Import
NO,UK,14,Heat,-0.0,Import
DK,DE,14,Heat,0.0,Import
DK,FR,14,Heat,0.0,Import
DK,NO,14,Heat,0.0,Import
DK,DK,14,Heat,0.0,Import
DK,UK,14,Heat,0.0,Import
UK,DE,14,Heat,0.0,Import
UK,FR,14,Heat,-0.0,Import
UK,NO,14,Heat,0.0,Import
UK,DK,14,Heat,-0.0,Import
UK,UK,14,Heat,0.0,Import
DE,DE,15,Heat,0.0,Import
DE,FR,15,Heat,-0.0,Import
DE,NO,15,Heat,0.0,Import
DE,DK,15,Heat,-0.0,Import
DE,UK,15,Heat,-0.0,Import
FR,DE,15,Heat,0.0,Import
FR,FR,15,Heat,0.0,Import
FR,NO,15,Heat,0.0,Import
FR,DK,15,Heat,-0.0,Import
FR,UK,15,Heat,0.0,Import
NO,DE,15,Heat,0.0,Import
NO,FR,15,Heat,-0.0,Import
NO,NO,15,Heat,0.0,Import
NO,DK,15,Heat,-0.0,Import
NO,UK,15,Heat,-0.0,Import
DK,DE,15,Heat,0.0,Import
DK,FR,15,Heat,0.0,Import
DK,NO,15,Heat,0.0,Import
DK,DK,15,Heat,0.0,Import
DK,UK,15,Heat,0.0,Import
UK,DE,15,Heat,0.0,Import
UK,FR,15,Heat,-0.0,Import
UK,NO,15,Heat,0.0,Import
UK,DK,15,Heat,-0.0,Import
UK,UK,15,Heat,0.0,Import
DE,DE,16,Heat,0.0,Import
DE,FR,16,Heat,-0.0,Import
DE,NO,16,Heat,0.0,Import
DE,DK,16,Heat,-0.0,Import
DE,UK,16,Heat,-0.0,Import
FR,DE,16,Heat,0.0,Import
FR,FR,16,Heat,0.0,Import
