region,hour,technology,value
FR,28,WindOnshore,0.085931563
FR,29,WindOnshore,0.121755562
FR,30,WindOnshore,0.134100986
FR,31,WindOnshore,0.200221312
FR,32,WindOnshore,0.172410163
FR,33,WindOnshore,0.215093275
FR,34,WindOnshore,0.240709429
FR,35,WindOnshore,0.31515703
FR,36,WindOnshore,0.290294355
FR,37,WindOnshore,0.178168412
FR,38,WindOnshore,0.138707032
FR,39,WindOnshore,0.105815217
FR,40,WindOnshore,0.139662888
FR,41,WindOnshore,0.080887884
FR,42,WindOnshore,0.086693243
FR,43,WindOnshore,0.204300836
FR,44,WindOnshore,0.337242321
FR,45,WindOnshore,0.300058144
FR,46,WindOnshore,0.190632692
FR,47,WindOnshore,0.096568157
FR,48,WindOnshore,0.061705906
FR,49,WindOnshore,0.050422593
FR,50,WindOnshore,0.086979256
FR,51,WindOnshore,0.100195144
FR,52,WindOnshore,0.159121615
FR,53,WindOnshore,0.130204917
FR,54,WindOnshore,0.124115948
FR,55,WindOnshore,0.100687579
FR,56,WindOnshore,0.087088785
FR,57,WindOnshore,0.304861088
FR,58,WindOnshore,0.255875707
FR,59,WindOnshore,0.295806093
FR,60,WindOnshore,0.135755299
FR,61,WindOnshore,0.130607678
FR,62,WindOnshore,0.170691165
FR,63,WindOnshore,0.187378795
FR,64,WindOnshore,0.18578129
FR,65,WindOnshore,0.123927809
FR,66,WindOnshore,0.077049767
FR,67,WindOnshore,0.056460857
FR,68,WindOnshore,0.042714699
FR,69,WindOnshore,0.072627521
FR,70,WindOnshore,0.122052215
FR,71,WindOnshore,0.127068657
FR,72,WindOnshore,0.0654813
FR,73,WindOnshore,0.022788615
FR,74,WindOnshore,0.0079704
FR,75,WindOnshore,0.023382316
FR,76,WindOnshore,0.025987576
FR,77,WindOnshore,0.021937173
FR,78,WindOnshore,0.030515888
FR,79,WindOnshore,0.019619922
FR,80,WindOnshore,0.049825113
FR,81,WindOnshore,0.012493356
FR,82,WindOnshore,0.017854622
FR,83,WindOnshore,0.04347895
FR,84,WindOnshore,0.085216481
FR,85,WindOnshore,0.21344935
FR,86,WindOnshore,0.245572524
FR,87,WindOnshore,0.23446589
FR,88,WindOnshore,0.102045706
FR,89,WindOnshore,0.043745445
FR,90,WindOnshore,0.057513056
FR,91,WindOnshore,0.081134929
FR,92,WindOnshore,0.041418416
FR,93,WindOnshore,0.071128221
FR,94,WindOnshore,0.112795226
FR,95,WindOnshore,0.22480644
FR,96,WindOnshore,0.265486716
FR,97,WindOnshore,0.452365515
FR,98,WindOnshore,0.485464857
FR,99,WindOnshore,0.475165319
FR,100,WindOnshore,0.292310694
FR,101,WindOnshore,0.398412447
FR,102,WindOnshore,0.429768761
FR,103,WindOnshore,0.577342388
FR,104,WindOnshore,0.353825207
FR,105,WindOnshore,0.246037627
FR,106,WindOnshore,0.191645017
FR,107,WindOnshore,0.327754651
FR,108,WindOnshore,0.444242178
FR,109,WindOnshore,0.287320974
FR,110,WindOnshore,0.197425182
FR,111,WindOnshore,0.091174825
FR,112,WindOnshore,0.110540109
FR,113,WindOnshore,0.086167155
FR,114,WindOnshore,0.130631835
FR,115,WindOnshore,0.247316446
FR,116,WindOnshore,0.285755281
FR,117,WindOnshore,0.362183423
FR,118,WindOnshore,0.288317957
FR,119,WindOnshore,0.298684532
FR,120,WindOnshore,0.233113797
NO,1,WindOffshore,0.103413657
NO,2,WindOffshore,0.423874388
NO,3,WindOffshore,0.579541461
NO,4,WindOffshore,0.82641626
NO,5,WindOffshore,0.732227559
NO,6,WindOffshore,0.748653507
NO,7,WindOffshore,0.711581519
NO,8,WindOffshore,0.502304993
NO,9,WindOffshore,0.594559552
NO,10,WindOffshore,0.348856036
NO,11,WindOffshore,0.488360358
NO,12,WindOffshore,0.382911606
NO,13,WindOffshore,0.46314728
NO,14,WindOffshore,0.371571903
NO,15,WindOffshore,0.537108814
NO,16,WindOffshore,0.436330406
NO,17,WindOffshore,0.337871559
NO,18,WindOffshore,0.079788556
NO,19,WindOffshore,0.139013342
NO,20,WindOffshore,0.142250865
NO,21,WindOffshore,0.065705135
NO,22,WindOffshore,0.07441507
NO,23,WindOffshore,0.396191641
NO,24,WindOffshore,0.444109142
NO,25,WindOffshore,0.618407601
NO,26,WindOffshore,0.606487634
NO,27,WindOffshore,0.884191571
NO,28,WindOffshore,0.677891374
NO,29,WindOffshore,0.353168064
NO,30,WindOffshore,0.00206
NO,31,WindOffshore,0.071930408
NO,32,WindOffshore,0.349248115
NO,33,WindOffshore,0.464311988
NO,34,WindOffshore,0.364135951
NO,35,WindOffshore,0.447996735
NO,36,WindOffshore,0.644527019
NO,37,WindOffshore,0.973640267
NO,38,WindOffshore,0.738723046
NO,39,WindOffshore,0.488747894
NO,40,WindOffshore,0.510046198
NO,41,WindOffshore,0.770026809
NO,42,WindOffshore,1.02279
NO,43,WindOffshore,0.75208991
NO,44,WindOffshore,0.451883159
NO,45,WindOffshore,0.113827309
NO,46,WindOffshore,0.393068335
NO,47,WindOffshore,0.536722543
NO,48,WindOffshore,0.714641485
NO,49,WindOffshore,0.428936155
NO,50,WindOffshore,0.293804895
NO,51,WindOffshore,0.352384195
NO,52,WindOffshore,0.438664528
NO,53,WindOffshore,0.525903027
NO,54,WindOffshore,0.6360807
NO,55,WindOffshore,0.601871284
NO,56,WindOffshore,0.644527019
NO,57,WindOffshore,0.420758415
